Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
L52042,L,61.12,23.04,13.7,54.78,6,94.52,3.04,137.92,45.17,69.96
M19723,M,52.61,14.86,8.8,88.32,3,96.48,3.09,82.9,30.56,77.65
L52044,L,59.45,20.37,8.95,62.36,6,96.42,3.17,115.82,40.55,72.49
M19725,M,56.99,18.38,14.05,72.01,3,94.38,3.23,102.08,37.05,73.62
L52046,L,54.8,17.1,11.2,80.5,7,95.52,3.31,93.02,34.84,74.84
L52047,L,61.2,23.6,15.3,55.45,7,93.88,3.36,135.1,46.58,68.46
L52048,L,60.2,21.74,9.4,60.03,3,96.24,3.41,120.36,43.31,70.58
L52049,L,55.9,17.02,10.5,77.39,7,95.8,3.47,87.36,34.92,74.56
M19730,M,57.22,17.69,9.6,72.71,3,96.16,3.52,89.62,36.17,73.91
L52051,L,59.03,20.83,10.75,65.24,2,95.7,3.6,110.46,41.9,70.77
L52052,L,61.96,25.78,13.85,52.91,5,94.46,3.65,144.92,50.86,65.88
M19733,M,59.72,20.82,11.95,63.29,4,95.22,3.71,107.08,42.03,70.38
L52054,L,57.7,19.08,8.1,71.41,6,96.76,3.79,94.18,39.02,72.11
L52055,L,56.55,19.32,13.2,75.44,4,94.72,3.84,96.44,39.51,71.24
M19736,M,58.97,21.03,14.3,66.48,3,94.28,3.89,105.6,42.64,69.46
M19737,M,58.97,20.34,10.45,67.13,5,95.82,3.97,98.32,41.52,70.25
L52058,L,61.94,24.91,9.6,54.95,5,96.16,4.05,128.96,49.8,66.03
H34293,H,59.5,21.22,10.7,65.39,3,95.72,4.11,101.6,43.26,69.09
M19740,M,59.55,23.2,8.95,64.75,6,96.42,4.24,114.34,46.96,67.14
M19741,M,61.4,24.74,8.1,57.93,6,96.76,4.32,122.32,49.83,65.64
L52062,L,60.67,24.75,8.25,60.72,5,96.7,4.4,121.64,49.96,65.4
M19743,M,57.5,20.68,14.35,73.86,7,94.26,4.45,92.28,42.74,68.29
H34298,H,58.01,20.6,12.5,72.45,3,95.0,4.53,89.1,42.69,68.34
H34299,H,56.81,20.27,14.75,77.26,3,94.1,4.67,85.16,42.27,68.05
L52066,L,62.43,25.83,17.0,55.69,4,93.2,4.8,118.84,52.39,62.5
L52067,L,60.91,22.88,17.1,62.61,6,93.16,4.85,96.22,47.19,64.99
L52068,L,60.51,24.52,14.2,63.34,6,94.32,4.91,108.64,50.19,63.67
L52069,L,58.83,24.03,14.3,69.58,2,94.28,4.96,105.84,49.38,63.96
L52070,L,60.45,26.02,12.4,63.24,5,95.04,5.01,118.3,53.0,62.23
M19751,M,57.14,21.8,12.5,76.9,6,95.0,5.07,87.92,45.52,65.86
L52072,L,54.82,21.22,16.65,85.49,2,93.34,5.15,84.64,44.57,65.76
M19753,M,61.78,26.67,14.75,59.06,6,94.1,5.2,117.56,54.42,60.91
H34308,H,61.88,27.49,15.9,58.6,3,93.64,5.28,122.14,55.99,59.86
M19755,M,59.85,24.59,16.15,67.55,6,93.54,5.41,98.74,50.96,62.08
M19756,M,59.28,24.56,14.3,69.82,2,94.28,5.49,97.44,51.0,62.09
H34311,H,61.08,26.22,15.45,63.14,4,93.82,5.57,106.5,54.08,60.27
H34312,H,62.17,30.54,16.7,57.73,4,93.32,5.71,136.6,62.0,55.92
L52079,L,52.02,21.94,14.95,97.43,5,94.02,5.84,78.76,46.76,63.45
L52080,L,63.43,28.16,11.05,55.32,7,95.58,5.89,111.56,57.96,58.13
M19761,M,59.97,25.94,19.15,68.53,7,92.34,5.95,97.4,54.05,59.16
L52082,L,60.26,25.4,17.3,68.1,7,93.08,6.03,90.92,53.2,59.62
L52083,L,44.52,4.2,4.0,109.5,3,98.4,0.0,78.24,7.53,95.84
H34318,H,55.52,12.84,4.1,67.58,7,98.36,0.05,131.0,23.07,87.95
L52085,L,57.37,13.84,5.35,61.23,3,97.86,0.19,133.46,25.03,86.57
H34320,H,56.37,12.12,9.45,65.74,4,96.22,0.24,119.92,22.03,87.56
M19767,M,54.03,9.55,4.7,75.58,5,98.12,0.37,99.54,17.58,89.99
M19768,M,56.28,13.41,7.85,66.24,4,96.86,0.45,125.58,24.61,86.0
L52089,L,56.05,12.52,5.0,67.79,5,98.0,0.53,117.02,23.13,86.87
M19770,M,54.29,9.68,4.1,75.46,6,98.36,0.59,95.52,18.11,89.36
L52091,L,53.28,9.45,2.25,79.32,3,99.1,0.67,93.22,17.79,89.55
L52092,L,55.82,11.44,6.35,69.83,3,97.46,0.72,104.42,21.41,87.22
M19773,M,54.69,11.12,8.45,74.09,2,96.62,0.77,102.26,20.91,87.15
M19774,M,55.66,12.99,4.6,70.11,3,98.16,0.85,114.04,24.36,85.65
H34329,H,57.88,15.05,3.75,61.78,2,98.5,0.93,125.72,28.16,83.68
H34330,H,52.45,10.18,2.0,83.36,2,99.2,1.07,91.18,19.59,87.87
M19777,M,55.63,13.15,4.25,71.47,4,98.3,1.2,107.62,25.1,84.63
L52098,L,57.23,14.02,3.4,65.84,3,98.64,1.28,110.54,26.75,83.73
L52099,L,56.58,14.0,5.5,68.3,6,97.8,1.33,110.12,26.79,83.39
L52100,L,59.1,36.51,35.6,48.59,2,85.76,4.39,165.54,62.62,56.36
L52101,L,59.89,18.02,8.7,55.34,6,96.52,1.44,135.34,34.13,79.19
M19782,M,55.18,13.4,4.8,74.05,7,98.08,1.49,103.7,25.93,83.57
M19783,M,50.07,10.6,6.95,93.3,7,97.22,1.57,86.44,20.99,85.66
H34338,H,56.71,15.48,7.1,68.36,3,97.16,1.65,114.64,29.86,81.05
L52105,L,54.56,13.01,12.35,77.5,4,95.06,1.79,94.8,25.59,82.4
L52106,L,57.21,14.52,11.45,67.84,5,95.42,1.84,102.04,28.36,80.99
M19787,M,56.67,14.0,5.55,70.15,4,97.78,1.89,97.46,27.51,81.9
L52108,L,56.17,14.72,5.7,71.84,7,97.72,1.97,102.08,28.89,81.04
L52109,L,59.78,17.2,9.8,58.4,6,96.08,2.03,115.8,33.41,78.26
L52110,L,55.14,14.72,6.9,75.79,5,97.24,2.08,101.06,29.02,80.64
M19791,M,54.76,13.9,5.0,77.7,4,98.0,2.13,93.86,27.63,81.42
L52112,L,58.85,17.82,8.15,61.99,4,96.74,2.21,117.76,34.75,77.39
H34347,H,56.93,16.0,4.25,69.7,2,98.3,2.27,104.68,31.56,79.26
L52114,L,56.7,16.15,9.5,70.92,4,96.2,2.4,103.2,32.0,78.25
L52115,L,58.23,18.06,13.6,64.92,6,94.56,2.45,115.18,35.49,75.99
L52116,L,61.13,40.17,42.7,44.12,5,82.92,5.51,166.88,70.6,49.41
L52117,L,57.47,17.36,6.8,68.32,2,97.28,2.56,108.2,34.36,77.02
M19798,M,56.57,15.36,7.9,72.62,6,96.84,2.61,92.32,30.86,78.55
L52119,L,61.31,23.68,9.05,52.46,6,96.38,2.69,150.52,45.87,70.77
L52120,L,58.23,18.12,9.15,66.04,7,96.34,2.75,109.04,35.96,75.61
M19801,M,55.42,16.27,5.25,76.81,5,97.9,2.8,96.98,32.73,77.51
L52122,L,56.92,17.19,7.4,71.5,6,97.04,2.88,100.44,34.47,76.26
H34357,H,59.4,19.3,6.5,62.15,4,97.4,2.93,112.72,38.32,74.32
M19804,M,54.76,16.08,11.75,80.21,6,95.3,3.07,90.3,32.71,76.34
L52125,L,59.9,20.46,10.9,60.67,6,95.64,3.15,116.56,40.68,72.28
M19806,M,56.31,17.52,11.0,74.69,7,95.6,3.2,96.78,35.48,74.76
L52127,L,60.39,23.32,7.15,58.09,4,97.14,3.28,135.7,45.96,69.75
M19808,M,58.92,20.42,7.25,64.79,4,97.1,3.33,113.4,40.85,72.18
M19809,M,58.21,18.59,8.4,68.46,7,96.64,3.41,97.9,37.66,73.5
M19810,M,53.0,15.53,6.55,88.18,3,97.38,3.49,78.78,32.28,76.22
L52131,L,57.79,19.87,10.7,69.86,2,95.72,3.57,105.12,40.16,71.7
M19812,M,61.08,24.28,15.8,56.56,3,93.68,3.63,134.68,48.13,67.1
L52133,L,56.86,17.65,12.95,74.68,7,94.82,3.71,85.6,36.34,73.12
L52134,L,56.46,18.56,14.05,75.82,2,94.38,3.76,92.24,38.04,72.06
M19815,M,61.41,22.72,16.15,56.94,2,93.54,3.81,117.52,45.56,67.98
M19816,M,47.27,15.48,7.3,109.46,4,97.08,3.89,77.28,32.7,75.14
M19817,M,55.74,17.9,13.45,79.45,2,94.62,3.97,83.16,37.13,72.15
L52138,L,59.39,23.91,15.6,64.2,3,93.76,4.05,124.46,48.01,66.33
L52139,L,56.37,18.8,9.7,77.35,5,96.12,4.11,86.5,38.91,71.36
L52140,L,62.19,28.06,15.8,52.92,3,93.68,4.16,151.38,55.57,62.31
L52141,L,55.54,18.72,15.9,80.64,5,93.64,4.21,84.6,38.9,70.53
M19822,M,60.61,25.6,8.0,60.0,3,96.8,4.27,131.52,51.31,65.01
L52143,L,55.85,19.14,14.15,79.88,6,94.34,4.35,84.58,39.83,69.98
L52144,L,58.63,21.68,9.25,69.26,2,96.3,4.4,99.84,44.44,68.05
M19825,M,62.16,25.68,9.35,55.36,7,96.26,4.45,125.88,51.7,64.31
L52146,L,56.01,20.62,17.5,79.34,2,93.0,4.53,92.06,42.73,67.82
L52147,L,61.41,27.11,16.6,57.74,3,93.36,4.59,135.32,54.42,61.96
M19828,M,60.61,24.74,15.7,61.88,3,93.72,4.64,116.3,50.25,64.02
L52149,L,60.07,23.76,15.85,64.52,7,93.66,4.72,107.36,48.59,64.68
L52150,L,59.59,23.32,13.95,66.59,5,94.42,4.77,103.3,47.87,65.12
L52151,L,55.68,21.43,14.05,81.18,3,94.38,4.83,92.36,44.55,66.67
H34386,H,56.13,20.86,10.15,80.12,7,95.94,4.88,86.02,43.6,67.42
L52153,L,61.38,24.59,10.4,60.76,5,95.84,5.01,105.62,50.45,63.71
L52154,L,62.12,25.62,16.5,57.89,5,93.4,5.07,111.68,52.37,62.03
L52155,L,62.01,26.74,17.6,57.93,5,92.96,5.12,119.52,54.43,60.79
L52156,L,63.04,44.72,46.7,45.59,6,81.32,8.17,140.78,82.15,37.91
L52157,L,60.47,26.88,14.8,63.56,7,94.08,5.23,120.4,54.82,60.65
L52158,L,62.14,27.76,12.9,57.57,4,94.84,5.28,123.98,56.48,59.91
M19839,M,59.54,25.08,13.0,68.06,6,94.8,5.33,104.84,51.72,62.17
M19840,M,58.57,24.19,13.15,72.16,2,94.74,5.41,97.3,50.24,62.74
M19841,M,60.5,25.9,19.3,64.95,3,92.28,5.49,106.56,53.42,60.38
L52162,L,56.91,22.8,11.45,79.15,7,95.42,5.57,84.82,47.94,63.74
L52163,L,56.13,23.33,14.55,81.78,5,94.18,5.63,88.98,48.97,62.81
L52164,L,65.11,46.72,45.65,39.44,6,81.74,8.68,142.52,86.37,34.89
M19845,M,57.41,23.08,10.75,77.91,6,95.7,5.73,82.78,48.65,63.13
L52166,L,55.14,10.12,6.0,70.04,3,97.6,0.0,111.04,18.15,90.33
M19847,M,58.1,13.76,1.1,58.27,5,99.56,0.05,134.86,24.73,87.42
L52168,L,40.81,18.65,30.25,115.52,6,87.9,3.13,75.94,29.02,76.2
L52169,L,55.39,9.91,3.35,70.0,4,98.66,0.19,104.78,18.0,90.29
L52170,L,57.0,12.34,8.45,63.48,7,96.62,0.24,120.86,22.43,87.46
M19851,M,55.86,11.13,4.55,68.18,7,98.18,0.29,111.5,20.32,88.8
L52172,L,54.53,9.77,1.7,73.76,7,99.32,0.37,100.66,17.99,90.09
L52173,L,51.01,7.2,6.8,87.35,7,97.28,0.43,83.78,13.46,91.74
M19854,M,53.64,8.79,0.9,77.7,4,99.64,0.48,91.64,16.37,90.77
L52175,L,55.22,11.63,8.05,71.18,4,96.78,0.56,110.4,21.56,87.3
M19856,M,57.31,12.64,1.15,63.68,5,99.54,0.61,114.4,23.44,86.94
M19857,M,39.08,19.93,32.3,122.98,3,87.08,3.69,75.98,32.02,73.37
M19858,M,51.31,8.62,10.45,86.94,7,95.82,0.77,86.9,16.43,89.19
M19859,M,55.66,12.88,7.6,70.16,5,96.96,0.85,113.24,24.18,85.44
L52180,L,51.39,8.7,5.75,87.25,4,97.7,0.93,83.84,16.78,89.17
M19861,M,46.47,7.36,3.85,105.02,5,98.46,0.99,78.68,14.45,90.42
L52182,L,54.52,11.12,6.0,75.79,3,97.6,1.07,95.94,21.3,86.62
L52183,L,57.35,16.18,10.1,63.76,5,95.96,1.12,131.34,30.43,81.53
L52184,L,58.47,15.1,6.2,60.65,6,97.52,1.17,119.88,28.55,82.76
M19865,M,57.36,16.86,6.3,63.77,4,97.48,1.23,134.28,31.77,81.03
M19866,M,58.59,15.74,4.45,60.43,5,98.22,1.31,121.92,29.88,82.0
L52187,L,57.57,16.24,11.6,63.98,4,95.36,1.39,125.44,30.86,80.64
H34422,H,56.96,15.02,6.7,66.89,4,97.32,1.44,115.36,28.75,82.07
L52189,L,56.6,14.9,8.95,68.7,2,96.42,1.57,111.86,28.7,81.61
L52190,L,56.37,14.45,11.05,69.92,6,95.58,1.63,107.46,27.98,81.65
M19871,M,55.11,13.49,10.15,74.96,4,95.94,1.68,100.28,26.32,82.47
M19872,M,52.56,12.23,7.3,84.64,3,97.08,1.76,91.9,24.16,83.67
M19873,M,55.87,14.32,9.45,72.54,7,96.22,1.84,102.28,28.01,81.37
L52194,L,58.03,15.41,4.6,64.9,4,98.16,1.92,106.24,30.06,80.67
L52195,L,53.62,13.02,4.7,81.44,2,98.12,1.97,91.98,25.85,82.66
L52196,L,58.79,17.95,11.8,61.42,3,95.28,2.03,123.16,34.76,77.39
L52197,L,57.76,17.49,4.9,65.4,7,98.04,2.08,119.66,33.99,78.35
M19878,M,55.82,15.55,12.0,73.22,4,95.2,2.13,105.6,30.58,79.24
M19879,M,58.15,16.52,4.15,65.04,2,98.34,2.21,108.32,32.42,78.95
L52200,L,56.93,15.95,10.3,69.82,7,95.88,2.29,103.72,31.51,78.63
L52201,L,59.99,22.32,10.4,56.34,5,95.84,2.35,149.2,42.98,72.78
L52202,L,59.27,18.98,8.5,60.71,7,96.6,2.4,122.28,37.06,75.82
M19883,M,56.84,15.98,13.6,70.76,4,94.56,2.45,100.5,31.77,77.85
L52204,L,56.0,14.85,11.75,74.53,7,95.3,2.53,90.78,29.84,78.84
M19885,M,58.47,18.46,9.85,64.42,7,96.06,2.59,115.06,36.38,75.65
L52206,L,58.45,18.0,13.0,65.05,7,94.8,2.67,109.62,35.65,75.54
L52207,L,61.23,21.81,13.1,53.8,7,94.76,2.72,135.08,42.55,71.98
M19888,M,56.4,15.64,9.2,73.68,6,96.32,2.77,91.2,31.57,77.75
M19889,M,56.57,18.51,6.35,71.95,7,97.46,2.85,112.08,36.8,75.26
M19890,M,59.39,20.88,8.5,61.41,4,96.6,2.93,125.34,41.15,72.71
M19891,M,58.36,20.29,9.65,65.56,7,96.14,3.01,120.28,40.2,72.91
M19892,M,55.83,17.13,7.8,76.14,2,96.88,3.09,96.68,34.64,75.72
L52213,L,57.81,22.24,6.95,67.08,7,97.22,3.17,133.08,43.91,71.01
M19894,M,58.6,19.95,8.05,65.72,6,96.78,3.23,112.48,39.87,72.81
M19895,M,58.89,20.07,6.2,64.96,2,97.52,3.31,111.2,40.18,72.68
L52216,L,57.31,19.61,6.35,70.94,2,97.46,3.39,107.9,39.45,72.86
M19897,M,57.79,20.6,6.45,69.0,6,97.42,3.44,113.92,41.29,71.83
L52218,L,55.75,17.69,12.6,77.76,7,94.96,3.52,91.64,36.17,73.61
H34453,H,56.44,18.84,7.7,75.03,6,96.92,3.57,98.78,38.32,72.92
H34454,H,58.09,19.77,7.95,69.41,6,96.82,3.71,100.92,40.15,71.72
L52221,L,62.2,23.3,8.2,54.05,2,96.72,3.84,120.48,46.64,68.18
L52222,L,58.54,20.63,15.3,68.14,5,93.88,3.89,102.98,41.93,69.72
L52223,L,60.07,21.69,16.4,62.56,4,93.44,3.95,108.16,43.89,68.52
L52224,L,60.95,23.88,7.5,58.66,2,97.0,4.0,123.24,47.88,67.31
M19905,M,59.58,23.88,16.6,63.56,7,93.36,4.05,124.0,47.96,66.25
M19906,M,61.13,23.0,12.75,59.0,5,94.9,4.13,113.0,46.48,67.22
M19907,M,57.29,19.96,8.9,74.02,2,96.44,4.21,92.2,41.14,70.11
H34462,H,63.33,45.03,45.05,41.04,4,81.98,7.29,162.62,81.59,40.11
H34463,H,60.56,24.66,10.3,61.27,6,95.88,4.43,120.44,49.82,65.21
H34464,H,57.37,21.28,12.55,74.41,5,94.98,4.56,94.82,43.94,67.66
L52231,L,60.74,24.06,12.8,61.97,5,94.88,4.69,109.4,49.08,64.79
L52232,L,61.48,26.34,14.9,58.48,3,94.04,4.75,125.46,53.25,62.39
L52233,L,60.37,22.98,10.0,64.21,7,96.0,4.8,98.88,47.28,65.76
L52234,L,58.9,23.48,11.1,69.21,6,95.56,4.85,103.78,48.26,65.05
H34469,H,62.46,26.12,16.2,55.84,3,93.52,4.91,118.76,53.05,62.04
M19916,M,61.86,28.5,17.45,57.25,5,93.02,5.04,135.6,57.48,59.43
L52237,L,62.86,27.84,11.6,54.43,7,95.36,5.12,127.14,56.4,60.4
L52238,L,60.61,26.14,12.7,63.23,3,94.92,5.17,115.52,53.44,61.66
L52239,L,62.23,27.66,10.8,57.12,7,95.68,5.23,124.18,56.21,60.36
L52240,L,60.5,26.52,16.9,63.84,3,93.24,5.28,116.24,54.24,60.63
L52241,L,63.16,46.62,41.0,44.84,7,83.6,8.33,152.26,85.77,36.35
L52242,L,63.95,29.64,11.1,50.83,2,95.56,5.39,134.06,59.97,58.13
H34477,H,55.24,11.65,2.0,68.92,3,99.2,0.0,123.1,20.88,89.36
L52244,L,56.67,10.92,0.25,64.89,3,99.9,0.13,112.34,19.75,89.83
L52245,L,54.42,9.86,6.35,73.37,2,97.46,0.19,105.72,17.91,90.04
L52246,L,54.71,8.44,1.45,73.28,6,99.42,0.24,92.8,15.44,91.65
M19927,M,57.01,13.5,4.55,63.05,2,98.18,0.29,128.92,24.58,86.67
M19928,M,55.01,10.87,2.7,71.56,7,98.92,0.37,108.8,19.96,89.0
M19929,M,57.43,13.54,8.85,62.23,4,96.46,0.45,125.0,24.84,85.79
M19930,M,54.2,9.38,3.0,75.71,2,98.8,0.53,94.36,17.48,89.89
H34485,H,56.7,12.06,3.15,66.07,4,98.74,0.61,110.64,22.4,87.26
L52252,L,57.35,13.56,8.4,63.62,6,96.64,0.75,118.76,25.26,85.04
M19933,M,56.74,14.1,4.5,65.65,2,98.2,0.8,122.68,26.29,84.81
L52254,L,53.74,11.29,9.65,77.66,3,96.14,0.88,102.52,21.35,86.6
L52255,L,58.17,14.45,6.75,61.08,7,97.3,0.93,120.52,27.09,83.92
L52256,L,56.8,14.18,8.85,66.11,4,96.46,0.99,119.08,26.68,83.8
L52257,L,52.34,9.34,1.95,84.08,7,99.22,1.04,85.3,18.07,88.69
M19938,M,56.66,14.23,11.05,66.98,7,95.58,1.09,117.24,26.9,83.26
M19939,M,57.78,17.22,2.2,61.94,3,99.12,1.17,137.82,32.36,81.26
L52260,L,57.89,16.66,5.35,62.17,2,97.86,1.25,131.4,31.45,81.23
M19941,M,56.73,13.67,6.45,67.87,4,97.42,1.31,107.88,26.16,83.66
H34496,H,55.42,15.01,4.6,72.0,2,98.16,1.39,118.6,28.67,82.43
L52263,L,59.4,18.08,2.85,57.31,2,98.86,1.52,134.74,34.35,79.5
L52264,L,50.11,9.92,4.95,93.49,3,98.02,1.57,80.98,19.78,86.47
M19945,M,58.79,18.88,4.05,59.41,7,98.38,1.63,139.54,35.91,78.39
L52266,L,56.49,16.6,5.2,68.75,5,97.92,1.71,122.62,31.91,80.11
M19947,M,54.46,12.33,10.3,78.08,2,95.88,1.76,90.1,24.34,83.28
L52268,L,57.75,15.77,11.45,65.36,7,95.42,1.84,111.3,30.61,79.87
M19949,M,57.55,17.48,12.55,65.41,4,94.98,1.89,124.06,33.74,78.09
M19950,M,56.37,16.1,10.7,70.45,5,95.72,1.97,112.8,31.36,79.3
L52271,L,59.73,18.21,10.85,58.14,2,95.66,2.05,123.3,35.25,77.18
M19952,M,55.97,16.47,5.95,72.17,7,97.62,2.11,113.36,32.2,79.09
M19953,M,58.87,19.76,8.1,60.87,7,96.76,2.19,133.9,38.2,75.72
M19954,M,58.16,18.25,4.25,64.38,4,98.3,2.27,121.0,35.59,77.25
M19955,M,58.86,17.02,6.4,62.89,4,97.44,2.35,108.36,33.48,77.93
H34510,H,56.05,15.33,9.55,73.68,7,96.18,2.43,96.94,30.56,78.91
L52277,L,58.67,20.03,5.8,62.83,4,97.68,2.56,127.94,39.16,74.72
L52278,L,58.47,17.89,12.9,64.81,4,94.84,2.61,109.9,35.39,75.79
L52279,L,59.07,20.52,5.0,61.64,5,98.0,2.67,128.96,40.18,74.08
M19960,M,59.15,19.96,9.1,61.87,6,96.36,2.72,123.14,39.23,74.03
M19961,M,58.06,19.0,8.25,66.4,6,96.7,2.8,115.16,37.61,74.77
M19962,M,57.14,17.04,8.4,70.83,4,96.64,2.88,98.94,34.2,76.3
L52283,L,59.97,19.8,9.55,60.05,2,96.18,2.96,115.38,39.26,73.49
L52284,L,59.01,20.19,8.65,63.36,5,96.54,3.01,118.58,40.02,73.1
L52285,L,60.45,23.35,11.75,57.03,5,95.3,3.07,140.68,45.75,69.82
L52286,L,58.4,18.54,12.85,66.68,5,94.86,3.12,103.78,37.19,73.88
L52287,L,58.16,20.62,14.95,66.69,4,94.02,3.17,119.6,40.99,71.66
L52288,L,60.34,22.58,9.05,58.41,7,96.38,3.23,131.08,44.57,70.35
M19969,M,60.47,21.29,12.15,58.81,7,95.14,3.28,119.38,42.33,71.06
M19970,M,55.57,16.63,9.3,78.28,7,96.28,3.36,87.04,34.08,75.31
L52291,L,58.22,19.67,15.45,67.96,6,93.82,3.44,105.92,39.63,71.76
M19972,M,59.96,21.4,6.55,61.35,3,97.38,3.49,116.22,42.81,70.95
L52293,L,60.91,22.4,8.7,57.9,5,96.52,3.57,121.04,44.68,69.64
M19974,M,59.53,22.1,15.8,63.0,4,93.68,3.63,119.42,44.23,69.05
M19975,M,50.42,15.72,9.95,97.79,3,96.02,3.71,79.06,32.89,75.15
L52296,L,60.87,24.84,13.1,57.63,3,94.76,3.79,135.82,49.33,66.45
L52297,L,57.87,19.37,16.2,70.86,7,93.52,3.84,95.02,39.6,70.9
M19978,M,59.37,20.03,8.3,65.58,7,96.68,3.89,97.04,40.85,70.96
L52299,L,60.93,23.42,12.45,58.84,6,95.02,3.97,120.22,47.03,67.29
M19980,M,60.8,23.01,13.55,59.7,5,94.58,4.03,115.88,46.35,67.42
L52301,L,60.24,22.32,12.7,62.29,4,94.92,4.11,109.38,45.23,67.9
H34536,H,57.17,19.93,12.8,74.24,5,94.88,4.16,93.28,41.01,69.89
M19983,M,59.53,23.2,12.05,65.0,6,95.18,4.29,113.24,47.05,66.68
M19984,M,59.26,22.44,17.2,66.63,7,93.12,4.37,105.74,45.79,66.64
M19985,M,61.4,25.38,16.35,58.11,4,93.46,4.45,124.52,51.16,63.88
L52306,L,55.87,19.95,15.5,80.12,5,93.8,4.53,86.84,41.52,68.62
M19987,M,49.49,17.54,10.6,103.48,3,95.76,4.59,75.1,37.26,71.14
L52308,L,61.38,24.62,14.75,59.39,2,94.1,4.67,113.68,50.07,64.16
M19989,M,57.2,21.24,9.85,75.63,2,96.06,4.72,91.1,44.06,67.54
L52310,L,58.12,23.33,18.0,71.74,6,92.8,4.8,104.76,47.91,64.65
L52311,L,61.33,25.54,9.1,59.83,6,96.36,4.85,116.84,51.94,63.41
L52312,L,61.93,27.22,16.2,57.14,5,93.52,4.91,128.3,55.03,61.05
L52313,L,56.03,21.33,12.3,80.54,4,95.08,4.96,88.08,44.54,66.58
L52314,L,61.71,26.42,10.4,58.69,2,95.84,5.01,119.76,53.72,62.07
L52315,L,55.3,21.33,12.5,83.49,3,95.0,5.07,86.66,44.66,66.28
L52316,L,57.51,22.58,16.6,75.46,7,93.36,5.12,92.5,46.99,64.6
L52317,L,61.51,24.7,11.7,60.85,3,95.32,5.17,102.68,50.84,63.06
M19998,M,61.21,25.76,17.8,61.57,5,92.88,5.23,110.38,52.81,61.36
M19999,M,60.99,25.64,11.95,62.68,2,95.22,5.31,108.0,52.71,61.84
M20000,M,59.99,24.18,11.1,67.16,2,95.56,5.39,95.9,50.2,63.02
L52321,L,61.19,40.15,40.25,55.38,2,83.9,8.47,100.18,74.33,41.88
L52322,L,54.18,9.78,4.0,73.51,5,98.4,0.0,109.56,17.52,90.84
M20003,M,54.87,10.66,8.1,70.92,6,96.76,0.05,114.5,19.17,89.5
L52324,L,53.76,8.78,6.25,75.96,5,97.5,0.13,99.14,15.9,91.16
L52325,L,52.9,8.78,6.35,79.11,2,97.46,0.19,99.2,15.98,91.0
L52326,L,54.2,10.44,5.45,74.03,4,97.82,0.24,109.5,19.03,89.46
L52327,L,54.49,10.48,2.55,73.21,4,98.98,0.29,108.18,19.16,89.58
L52328,L,55.46,11.82,4.65,69.44,3,98.14,0.35,116.34,21.62,88.03
L52329,L,56.32,11.58,2.75,66.81,4,98.9,0.4,112.04,21.26,88.3
L52330,L,54.37,8.81,0.85,75.1,7,99.66,0.45,91.4,16.37,90.82
L52331,L,57.06,15.52,9.95,62.69,7,96.02,0.51,140.18,28.46,83.76
L52332,L,39.17,4.85,1.05,129.72,7,99.58,0.56,78.26,9.41,94.07
L52333,L,53.76,9.76,3.15,77.32,4,98.74,0.61,96.28,18.28,89.32
L52334,L,54.93,11.4,7.25,72.7,6,97.1,0.67,106.56,21.28,87.3
H34569,H,54.16,11.48,3.35,75.51,3,98.66,0.72,107.1,21.5,87.47
L52336,L,56.39,12.91,3.6,67.64,3,98.56,0.85,112.44,24.22,85.82
H34571,H,57.69,15.12,6.7,62.29,7,97.32,0.91,127.14,28.25,83.39
L52338,L,56.94,15.7,1.95,65.1,4,99.22,1.04,129.78,29.45,83.0
L52339,L,56.54,14.28,10.05,67.36,7,95.98,1.09,117.8,26.99,83.32
L52340,L,57.42,15.96,6.15,63.72,7,97.54,1.15,128.88,30.07,82.06
M20021,M,48.84,8.32,10.25,97.24,2,95.9,1.2,78.36,16.45,88.35
L52342,L,57.13,15.32,3.4,65.54,5,98.64,1.28,121.08,29.08,82.56
M20023,M,53.57,9.88,10.5,80.71,7,95.8,1.33,81.26,19.39,86.59
M20024,M,54.95,12.26,2.65,75.07,4,98.94,1.41,96.68,23.78,85.02
L52345,L,58.0,15.33,5.8,63.38,4,97.68,1.49,115.22,29.38,81.75
H34580,H,56.24,14.99,8.9,69.8,7,96.44,1.55,113.72,28.83,81.6
L52347,L,55.04,13.22,8.15,75.34,7,96.74,1.68,98.18,25.82,82.91
H34582,H,54.27,12.6,6.25,78.5,4,97.5,1.73,93.12,24.79,83.51
L52349,L,57.71,15.58,8.5,65.71,2,96.6,1.87,109.2,30.29,80.27
M20030,M,57.62,15.36,12.6,66.32,3,94.96,1.92,106.4,29.97,79.91
M20031,M,59.91,19.62,11.75,56.64,2,95.3,2.0,135.58,37.72,75.97
L52352,L,54.02,13.29,9.9,80.36,7,96.04,2.08,91.2,26.47,81.62
M20033,M,54.09,13.42,9.0,80.24,7,96.4,2.13,90.98,26.77,81.45
M20034,M,59.26,18.59,8.15,60.2,7,96.74,2.21,123.4,36.13,76.69
L52355,L,54.26,12.8,10.3,80.6,4,95.88,2.29,82.2,25.87,81.45
M20036,M,52.8,13.82,8.4,85.29,5,96.64,2.35,91.08,27.75,80.59
